Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic)
RHEEM MFG CO,https://www.rheem.com,"Atlanta, GA, USA","Rheem Manufacturing Company produces heating, cooling, and water heating products.",1925,"Manufacturing, HVAC",No,Yes,No,No
RHEIN SA DE CV SIEGFRIED,[Not Available],[Not Available],Rhein SA de CV Siegfried is involved in pharmaceutical manufacturing.,[Not Available],Pharmaceuticals,No,Yes,No,No
RHELIXA KK,[Not Available],[Not Available],Rhelixa KK specializes in biotechnology and genomic research.,[Not Available],Biotechnology,No,Yes,No,Yes
RHODE ISLAND HOSPITAL,https://www.rihospital.org,"Providence, RI, USA",Rhode Island Hospital is a major teaching hospital providing a wide range of medical services.,1863,Healthcare,No,No,No,No
RHT LTD,[Not Available],[Not Available],RHT Ltd is involved in various technology and service solutions.,[Not Available],Technology,No,Yes,No,No
RIBOXX GMBH,https://www.riboxx.com,"Munich, Germany",Riboxx GmbH focuses on RNA-based therapeutics and diagnostic solutions.,[Not Available],Biotechnology,No,Yes,No,No
RIBOZ LLC,[Not Available],[Not Available],"Riboz LLC is involved in biotechnology, particularly in RNA research.",[Not Available],Biotechnology,No,Yes,No,No
RICARDO CORCUERA SL,[Not Available],[Not Available],Ricardo Corcuera SL is involved in various industrial and consulting services.,[Not Available],Industrial Services,No,Yes,No,No
RICHNERSTUTZ AG,[Not Available],[Not Available],RichnerStutz AG specializes in investment and consultancy services.,[Not Available],"Investment, Consultancy",No,Yes,No,No
RICHTER GEDEON NYRT,https://www.richter.hu,"Budapest, Hungary",Richter Gedeon NyRT is a major pharmaceutical company focusing on various therapeutic areas.,1901,Pharmaceuticals,No,Yes,No,No
RICOH KK,https://www.ricoh.com,"Tokyo, Japan",Ricoh KK is a multinational imaging and electronics company.,1936,"Electronics, Imaging",No,Yes,No,No
RICOVR HEALTHCARE INC,https://www.ricovr.com,"Toronto, Canada",Ricovr Healthcare Inc focuses on innovative medical solutions and diagnostics.,[Not Available],"Healthcare, Diagnostics",No,Yes,No,No
RIDONG BIOTECHNOLOGY ZHEJIANG CO LTD,[Not Available],"Zhejiang, China",Ridong Biotechnology focuses on biotechnological research and development.,[Not Available],Biotechnology,No,Yes,No,No
RIFF LEARNING INC,[Not Available],[Not Available],Riff Learning Inc specializes in educational technologies and solutions.,[Not Available],Education Technology,No,Yes,No,No
RIGEL PHARM INC,https://www.rigel.com,"South San Francisco, CA, USA",Rigel Pharmaceuticals Inc focuses on innovative therapies for rare diseases.,1996,Biotechnology,No,Yes,No,No
RIJKS UNIVERSITEIT,https://www.rug.nl,"Groningen, Netherlands",Rijksuniversiteit Groningen is a research university offering a wide range of academic programs.,1614,Education,No,No,Yes,No
RIKEN INST PHYSICAL & CHEM RES,https://www.riken.jp/en/,"Saitama, Japan",RIKEN Institute for Physical and Chemical Research is a leading research institute focusing on basic and applied research in physical and chemical sciences.,1917,Research,Yes,No,Yes,No
RIKEN KK,https://www.riken.jp/en/,"Saitama, Japan",RIKEN is a prominent research institution conducting research in a variety of scientific fields.,1917,Research,Yes,No,Yes,No
RIKEN NAT RES & DEV INST,https://www.riken.jp/en/,"Saitama, Japan",RIKEN Natural Resource and Development Institute focuses on fundamental research and development in natural sciences.,1917,Research,Yes,No,Yes,No
RILIS CO LTD,[Not Available],[Not Available],Rilis Co Ltd specializes in various industrial and technological solutions.,[Not Available],"Technology, Industry",No,Yes,No,No
RINGIR INC,[Not Available],[Not Available],Ringir Inc specializes in biotech and pharmaceutical innovations.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
RINUAGENE BIOTECHNOLOGY CO LTD,[Not Available],[Not Available],Rinuagene Biotechnology focuses on gene-related biotechnologies and solutions.,[Not Available],Biotechnology,No,Yes,No,No
RINUAGENE INT HK LTD,[Not Available],Hong Kong,Rinuagene International is involved in biotechnology and genetic research.,[Not Available],Biotechnology,No,Yes,No,No
RION LLC,https://www.rion.com,"Tokyo, Japan",RION LLC specializes in high-precision measurement instruments and solutions.,1944,Measurement Instruments,No,Yes,No,No
RIOTECH PHARM LTD,[Not Available],[Not Available],Riotech Pharm Ltd focuses on pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
RIP JAPAN CO LTD,[Not Available],Japan,RIP Japan Co Ltd is involved in various industrial and technological sectors.,[Not Available],"Technology, Industry",No,Yes,No,No
RISE THERAPEUTICS LLC,[Not Available],[Not Available],Rise Therapeutics LLC specializes in developing new therapeutic solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No
RISEN SUZHOU PHARMA TECHNOLOGY CO LTD,[Not Available],"Suzhou, China",Risen Suzhou Pharma Technology focuses on pharmaceutical technology and solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No
RISK BENEFIT CO LTD,[Not Available],[Not Available],Risk Benefit Co Ltd focuses on risk management solutions and consulting.,[Not Available],"Risk Management, Consulting",No,Yes,No,No
RITSUMEIKAN TRUST,https://www.ritsumei.ac.jp,"Kyoto, Japan",Ritsumeikan Trust is a foundation supporting Ritsumeikan University and its affiliated institutions.,1900,Education,No,No,Yes,No
RITZ CORP KK,[Not Available],[Not Available],Ritz Corp KK is involved in various business sectors including technology and consulting.,[Not Available],"Technology, Consulting",No,Yes,No,No
RIVANIMA THERAPEUTICS CORP,[Not Available],[Not Available],Rivanima Therapeutics focuses on developing novel therapeutic solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No
RIVER LAB INC CHARLES,[Not Available],[Not Available],River Lab Inc specializes in laboratory services and diagnostics.,[Not Available],"Diagnostics, Laboratory Services",No,Yes,No,No
RIXON TECH CO LTD,[Not Available],[Not Available],Rixon Tech Co Ltd focuses on technological solutions and innovations.,[Not Available],Technology,No,Yes,No,No
RK PHARMTECH BEIJING LTD,[Not Available],"Beijing, China",RK Pharmtech Beijing focuses on pharmaceutical technology and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
RMTEC CO,[Not Available],[Not Available],RMTEC Co specializes in technology solutions and industrial services.,[Not Available],"Technology, Industrial Services",No,Yes,No,No
RMW CHO GROUP LTD,[Not Available],[Not Available],RMW CHO Group focuses on various business and industrial solutions.,[Not Available],Business Solutions,No,Yes,No,No
RNAGENE INC,[Not Available],[Not Available],RNAGene Inc specializes in RNA-based technologies and therapeutics.,[Not Available],Biotechnology,No,Yes,No,No
RNAIMMUNE INC,[Not Available],[Not Available],RNAimmune Inc focuses on RNA-based immune therapies.,[Not Available],Biotechnology,No,Yes,No,No
RNASSIST LTD,[Not Available],[Not Available],RNAssist Ltd provides solutions in RNA research and technology.,[Not Available],Biotechnology,No,Yes,No,No
ROBINTECH APS,[Not Available],[Not Available],Robintech APS specializes in advanced technological solutions and innovations.,[Not Available],Technology,No,Yes,No,No
ROCHE DIAGNOSTICS GMBH,https://www.roche.com,"Mannheim, Germany",Roche Diagnostics provides diagnostic solutions and medical technologies.,1896,"Diagnostics, Pharmaceuticals",No,Yes,No,No
ROCKET BACKS AGE,[Not Available],[Not Available],Rocket Backs Age is involved in developing advanced technologies and solutions.,[Not Available],Technology,No,Yes,No,No
ROCKETVAX AG,[Not Available],[Not Available],RocketVax AG focuses on vaccine development and related technologies.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
ROCKWELL COLLINS INC,https://www.rockwellcollins.com,"Cedar Rapids, Iowa, USA",Rockwell Collins provides communication and electronic solutions for aerospace and defense.,1933,"Aerospace, Defense",No,Yes,No,No
ROHTO PHARM CO LTD,https://www.rohto.co.jp,"Osaka, Japan",Rohto Pharm Co Ltd is involved in manufacturing and selling pharmaceuticals and healthcare products.,1933,Pharmaceuticals,No,Yes,No,No
ROIVANT SCI GMBH,https://www.roivant.com,"Basel, Switzerland",Roivant Sciences focuses on developing and commercializing innovative therapies.,2014,"Biotechnology, Pharmaceuticals",No,Yes,No,No
ROLINK BIOTECHNOLOGY KUTATAS FEJLESZTESI KORLATOLT FELELOSSE,[Not Available],[Not Available],Rolink Biotechnology specializes in biotechnological research and development.,[Not Available],Biotechnology,No,Yes,No,No
ROMARK LAB LC,[Not Available],[Not Available],Romark Lab LC focuses on pharmaceutical and biotechnological research.,[Not Available],Pharmaceuticals,No,Yes,No,No
ROMEG THERAPEUTICS LLC,[Not Available],[Not Available],Romeg Therapeutics LLC specializes in developing new therapeutic solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No
ROMICO HOLD AVV,[Not Available],[Not Available],Romico Hold AVV is involved in various business and industrial activities.,[Not Available],"Business Solutions, Industrial Services",No,Yes,No,No
ROMON GROUP CO LTD,[Not Available],[Not Available],Romon Group Co Ltd focuses on manufacturing and technological solutions.,[Not Available],"Manufacturing, Technology",No,Yes,No,No
RONGCHENG TAIXIANG FOOD CO LTD,[Not Available],"Rongcheng, China",Rongcheng Taixiang Food specializes in food production and related technologies.,[Not Available],Food Production,No,Yes,No,No
RONGSEN BIOTECHNOLOGY BEIJING CO LTD,[Not Available],"Beijing, China",Rongsen Biotechnology focuses on biotech research and development.,[Not Available],Biotechnology,No,Yes,No,No
RONGSHI PHARM HAINAN CO LTD,[Not Available],"Hainan, China",Rongshi Pharm Hainan specializes in pharmaceutical research and production.,[Not Available],Pharmaceuticals,No,Yes,No,No
RONGZHI BIOLOGICAL TECHNOLOGY QINGDAO CO,[Not Available],"Qingdao, China",Rongzhi Biological Technology focuses on biological and biotech solutions.,[Not Available],Biotechnology,No,Yes,No,No
ROQUETTE FRERES SA,https://www.roquette.com,"Lestrem, France","Roquette Freres SA specializes in producing ingredients for the pharmaceutical, nutrition, and industrial sectors.",1933,"Ingredients, Pharmaceuticals, Nutrition",No,Yes,No,No
ROSCONGRESS FOUND,https://roscongress.org/en,"Moscow, Russia","Roscongress Foundation organizes and supports conferences, forums, and other events.",[Not Available],"Events, Conferences",No,No,No,No
ROSWELL BIOTECHNOLOGIES INC,[Not Available],[Not Available],Roswell Biotechnologies focuses on developing biotech solutions and technologies.,[Not Available],Biotechnology,No,Yes,No,No
ROTEKS TEKSTIL IHR SAN & TIC AS,[Not Available],[Not Available],Rotecks Tekstil focuses on textile and industrial solutions.,[Not Available],"Textile, Industrial Solutions",No,Yes,No,No
ROTEX AUTOMATION LTD,[Not Available],[Not Available],Rotex Automation specializes in automation technologies and solutions.,[Not Available],Automation,No,Yes,No,No
ROTZLER BAUELEMENTE GMBH,https://www.rotzler.de,"Waiblingen, Germany",Rotzler Bauelemente manufactures construction and engineering components.,1955,"Construction, Engineering",No,Yes,No,Yes
ROUSSY GUSTAVE INST,https://www.institutrives.fr,"Paris, France",Institut Roussy specializes in cancer research and treatment.,[Not Available],"Medical Research, Oncology",No,No,Yes,No
ROVAL CORP,[Not Available],[Not Available],Roval Corp focuses on various industrial solutions and technologies.,[Not Available],Industrial Solutions,No,Yes,No,No
ROVER DIAGNOSTICS INC,[Not Available],[Not Available],Rover Diagnostics specializes in diagnostic technologies and solutions.,[Not Available],Diagnostics,No,Yes,No,No
ROXX LABS LTD,[Not Available],[Not Available],Roxx Labs specializes in lab services and diagnostic solutions.,[Not Available],"Diagnostics, Laboratory Services",No,Yes,No,No
ROYAL BANK CANADA,https://www.rbc.com,"Toronto, Canada",Royal Bank of Canada is one of the largest financial institutions in Canada.,1864,"Banking, Financial Services",No,Yes,No,No
ROYAL CARIBBEAN CRUISES LTD,https://www.royalcaribbean.com,"Miami, Florida, USA",Royal Caribbean Cruises Ltd operates cruise ships and provides vacation experiences.,1968,"Travel, Cruises",No,Yes,No,No
ROYAL FANS WUHAN CO LTD,[Not Available],"Wuhan, China",Royal Fans Wuhan specializes in manufacturing and selling ventilation and fan products.,[Not Available],"Manufacturing, Ventilation",No,Yes,No,No
RQ BIOTECHNOLOGY LTD,[Not Available],[Not Available],RQ Biotechnology focuses on advanced biotech solutions and research.,[Not Available],Biotechnology,No,Yes,No,No
RS ARASTIRMA EGITIM DANISMANLIK SANAYI,[Not Available],[Not Available],"Specializes in research, education, and consulting services.",[Not Available],"Research, Consulting",No,Yes,No,No
RSEM LP,[Not Available],[Not Available],Focuses on advanced research and development in the field of biotechnology.,[Not Available],Biotechnology,No,Yes,No,No
RTM MEDICAL LLC,[Not Available],[Not Available],Specializes in medical devices and solutions.,[Not Available],Medical Devices,No,Yes,No,No
RTU PHARM LLC,[Not Available],[Not Available],Engaged in pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
RUBHU BIOLOGICS INC,[Not Available],[Not Available],Focuses on the development of biologic drugs and therapies.,[Not Available],"Biologics, Pharmaceuticals",No,Yes,No,No
RUBIX SI,[Not Available],[Not Available],Specializes in scientific and technological innovations.,[Not Available],Technology,No,Yes,No,No
RUCKER CAPITAL ADVISORS,[Not Available],[Not Available],Provides financial and investment advisory services.,[Not Available],Financial Services,No,Yes,No,No
RUENHUEI BIOPHARM INC,[Not Available],[Not Available],Engaged in biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No
RUIBOAO GUANGZHOU BIOLOGICAL TECHNOLOGY,[Not Available],"Guangzhou, China",Specializes in biological technology and research.,[Not Available],Biotechnology,No,Yes,No,No
RUIFENGKANG BIOMEDICAL TECHNOLOGY ZHEJIANG CO LTD,[Not Available],"Zhejiang, China",Focuses on biomedical technology and solutions.,[Not Available],Biomedical Technology,No,Yes,No,No
RUIKEDI SHANGHAI BIOPHARM CO LTD,[Not Available],"Shanghai, China",Engaged in the development of biopharmaceutical products.,[Not Available],Biopharmaceuticals,No,Yes,No,No
RUINUO MEDICAL TECHNOLOGY SHANGHAI CO,[Not Available],"Shanghai, China",Specializes in medical technology and innovation.,[Not Available],Medical Technology,No,Yes,No,No
RUNBIO BIOTECHNOLOGY SHANTOU CO LTD,[Not Available],"Shantou, China",Focuses on biotechnology and related research.,[Not Available],Biotechnology,No,Yes,No,No
RUNJIA SHANGHAI PHARM ENG CO LTD,[Not Available],"Shanghai, China",Specializes in pharmaceutical engineering and technology.,[Not Available],Pharmaceutical Engineering,No,Yes,No,Yes
RUSSELLVILLE CARDIOLOGY CONSULTANTS P A,[Not Available],"Russellville, Arkansas, USA",Provides cardiology consultation services.,[Not Available],"Healthcare, Cardiology",No,Yes,No,No
RUSSIAN FEDERATION MIN DEFENSE SCI,[Not Available],"Moscow, Russia",The Ministry of Defense's scientific branch in Russia.,[Not Available],Defense Science,Yes,No,Yes,No
RUSSIAN FEDERATION MIN HEALTH,[Not Available],"Moscow, Russia","The Ministry of Health of Russia, responsible for public health.",[Not Available],Healthcare,Yes,No,No,No
RUSSIAN SPACE STOCK CO,[Not Available],"Moscow, Russia",Engaged in space technologies and related research.,[Not Available],Space Technologies,No,Yes,No,Yes
RWTH AACHEN MEDICAL FACULTY,https://www.rwth-aachen.de,"Aachen, Germany","The medical faculty of RWTH Aachen University, focusing on medical research and education.",[Not Available],"Medical Education, Research",No,No,Yes,No
