Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
UNIV FEDERAL SCIENCES OF HEALTH PORTO ALE,http://www.ufrgs.br,"Porto Alegre, Brazil",Federal University of Rio Grande do Sul is a public university with a strong focus on health sciences and other academic areas.,1934,Education,No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV FEDERAL DA INTEGRACAO LATINO-AMERIC,http://www.unila.edu.br,"Foz do IguaÃ§u, Brazil",Federal University of Latin American Integration is a public university focused on Latin American integration and cooperation.,2010,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL DA PARAIBA,http://www.ufpb.br,"JoÃ£o Pessoa, Brazil",Federal University of ParaÃ­ba is a public university with a wide range of academic areas and research centers.,1955,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL DE CAMPINA GRANDE-PB,http://www.ufcg.edu.br,"Campina Grande, Brazil",Universidade Federal de Campina Grande is a public university with a variety of academic and research programs.,2002,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL DO MARANHAO,http://www.ufma.br,"SÃ£o LuÃ­s, Brazil",Federal University of MaranhÃ£o is a public university focusing on several academic and research areas.,1966,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL DO PARA,http://www.ufpa.br,"BelÃ©m, Brazil",Universidade Federal do ParÃ¡ is a public university offering a wide range of academic programs and research centers.,1957,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL DO PARANA,http://www.ufpr.br,"Curitiba, Brazil",Federal University of ParanÃ¡ is a public university with a wide range of academic and research programs.,1912,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL FLUMINENSE UFF,http://www.uff.br,"NiterÃ³i, Brazil",Universidade Federal Fluminense is a public university with a wide range of academic areas and research centers.,1960,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL LAVRAS UFLA,http://www.ufla.br,"Lavras, Brazil",Universidade Federal de Lavras is a public university focusing on agricultural sciences and other academic areas.,1908,Education,No,No,Yes,No,Public,"Agriculture, Various fields"
UNIV FEDERAL MINAS GERAIS UFMG,http://www.ufmg.br,"Belo Horizonte, Brazil",Universidade Federal de Minas Gerais is a public university with a wide range of academic programs and research centers.,1927,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL OURO PRETO UFOP,http://www.ufop.br,"Ouro Preto, Brazil",Federal University of Ouro Preto is a public university focusing on several academic and research areas.,1969,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL PELOTAS,http://www.ufpel.edu.br,"Pelotas, Brazil",Universidade Federal de Pelotas is a public university offering a variety of academic programs and research centers.,1969,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL SANTA CATARINA UFSC,http://www.ufsc.br,"FlorianÃ³polis, Brazil",Federal University of Santa Catarina is a public university with a wide range of academic areas and research centers.,1960,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL SAO JOAO DEL-REI,http://www.ufsj.edu.br,"SÃ£o JoÃ£o del-Rei, Brazil",Federal University of SÃ£o JoÃ£o del-Rei is a public university with several academic programs and research centers.,2002,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL SAO PAULO,http://www.unifesp.br,"SÃ£o Paulo, Brazil",Universidade Federal de SÃ£o Paulo is a public university with a strong focus on health sciences and other academic areas.,1933,Education,No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV FEDERAL SUL & SOUTHEAST PARA,http://www.ufra.edu.br,"BelÃ©m, Brazil",Universidade Federal Rural da AmazÃ´nia is a public university focusing on agricultural sciences and other academic areas.,1956,Education,No,No,Yes,No,Public,"Agriculture, Various fields"
UNIV FEDERAL UBERLANDIA UFU,http://www.ufu.br,"UberlÃ¢ndia, Brazil",Universidade Federal de UberlÃ¢ndia is a public university with a wide range of academic programs and research centers.,1969,Education,No,No,Yes,No,Public,Various fields
UNIV FEDERAL VICOSA,http://www.ufv.br,"ViÃ§osa, Brazil",Universidade Federal de ViÃ§osa is a public university focusing on agricultural sciences and other academic areas.,1926,Education,No,No,Yes,No,Public,"Agriculture, Various fields"
UNIV FERDOWSI MASHHAD,http://www.um.ac.ir,"Mashhad, Iran",Ferdowsi University of Mashhad is a public university offering a variety of academic and research programs.,1949,Education,No,No,Yes,No,Public,Various fields
UNIV FLINDERS SOUTH AUSTRALIA,http://www.flinders.edu.au,"Adelaide, Australia",Flinders University is a public university focused on research and education in several areas.,1966,Education,No,No,Yes,No,Public,Various fields
UNIV FLORIDA,http://www.ufl.edu,"Gainesville, USA",University of Florida is a public university with a wide range of academic programs and research centers.,1853,Education,No,No,Yes,No,Public,Various fields
UNIV FLORIDA A&M,http://www.famu.edu,"Tallahassee, USA",Florida A&M University is a public university focused on education and research in various areas.,1887,Education,No,No,Yes,No,Public,Various fields
UNIV FLORIDA ATLANTIC,http://www.fau.edu,"Boca Raton, USA",Florida Atlantic University is a public university offering a variety of academic and research programs.,1961,Education,No,No,Yes,No,Public,Various fields
UNIV FLORIDA STATE RES FOUND INC,http://www.research.fsu.edu,"Tallahassee, USA",Florida State University Research Foundation supports academic research and innovation in a variety of areas.,1960,Education,No,No,Yes,No,Public,Various fields
UNIV FOND POLICLINICO AGOSTINO GEMELLI,http://www.policlinicogemelli.it,"Rome, Italy",Fondazione Policlinico Agostino Gemelli is a hospital and research center dedicated to health and medicine.,1964,Health Care,No,No,Yes,Yes,Private,"Medicine, Health Sciences"
UNIV FOSHAN,http://www.fosu.edu.cn,"Foshan, China",Foshan University is a public university offering a variety of academic and research programs.,1998,Education,No,No,Yes,No,Public,Various fields
UNIV FOUND SOONGSIL IND COOP,http://www.ssu.ac.kr,"Seoul, South Korea",Soongsil Foundation is an educational institution focused on research and industrial cooperation.,1897,Education,No,No,Yes,No,Private,Various fields
UNIV FOURTH MILITARY MEDICAL CHINESE PEOPLE,http://www.fmmu.edu.cn,"Xi'an, China",University of the Fourth Military Hospital of China is a public institution focused on health and medicine.,1954,Health Care,No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV FRANCE HAUTS POLYTECHNIQUE,http://www.polytechnique.edu,"Palaiseau, France",Ãcole Polytechnique is a public higher education institution focusing on engineering and science.,1794,Education,No,No,Yes,No,Public,"Engineering, Science"
UNIV GEORGIA,http://www.uga.edu,"Athens, USA",University of Georgia is a public university offering a wide range of academic programs and research centers.,1785,Education,No,No,Yes,No,Public,Various fields
UNIV GEROGIA HEALTH SYSTEM,http://www.ugahs.org,"Augusta, USA",University of Georgia Health System is a medical and research center focused on health and medicine.,1828,Health Care,No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV GILBERT,http://www.univgilbert.edu,"Gilbert, USA",Gilbert University is a private university focusing on education and research.,2005,Education,No,Yes,Yes,No,Private,Various fields
UNIV HEALD UNIVERSITY,http://www.heald.edu,"San Francisco, USA",Heald University is a private institution focusing on academic and research programs.,1863,Education,No,Yes,No,No,Private,Various fields
UNIV HELENA,http://www.helena.edu,"Helena, USA",University of Helena is a private institution focused on education and research.,1940,Education,No,Yes,No,No,Private,Various fields
UNIV HONG KONG,http://www.hku.hk,"Hong Kong, China",University of Hong Kong is a public university focusing on research and education in various areas.,1911,Education,No,No,Yes,No,Public,Various fields
UNIV HOPE,http://www.hope.edu,"Holland, USA",Hope University is a private institution focusing on academic programs and research.,1866,Education,No,Yes,Yes,No,Private,Various fields
UNIV INDIANA,http://www.indiana.edu,"Bloomington, USA",Indiana University is a public university with a wide range of academic programs and research centers.,1820,Education,No,No,Yes,No,Public,Various fields
UNIV INDIANA HEALTH,http://www.indianahealth.edu,"Indianapolis, USA",Indiana University Health System is a medical and research center focused on health and medicine.,1820,Health Care,No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV INDIANA MEDICAL SCIENCES,http://www.ims.indiana.edu,"Indianapolis, USA",Indiana University College of Medical Sciences is a teaching and research institution focused on health and medicine.,1820,Health Care,No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV INDIANA STATE,http://www.indstate.edu,"Terre Haute, USA",Indiana State University is a public university focused on education and research in various areas.,1865,Education,No,No,Yes,No,Public,Various fields
UNIV INDIANA TECH,http://www.indianatech.edu,"Fort Wayne, USA",Indiana Tech University is a private university focused on academic programs and research.,1920,Education,No,Yes,Yes,No,Private,Various fields
UNIV INDIANA UNIVERSITY,http://www.indiana.edu,"Bloomington, USA",Indiana University is a public university with a strong focus on education and research.,1820,Education,No,No,Yes,No,Public,Various fields
UNIV INSTITUTO POLITECNICO DE LEIRIA,http://www.ipleiria.pt,"Leiria, Portugal",Instituto PolitÃ©cnico de Leiria is a public institution focused on higher education and research.,1988,Education,No,No,Yes,No,Public,Various fields
UNIV INSTITUTE OF PHYSICAL CHEMISTRY,http://www.ifc.uni.edu,[Not Available],Institute of Physical Chemistry is an institution dedicated to research in physical chemistry.,[Not Available],Research,No,No,Yes,No,[Not Available],Chemistry
UNIV IOWA,http://www.uiowa.edu,"Iowa City, USA",University of Iowa is a public university offering a wide range of academic and research programs.,1847,Education,No,No,Yes,No,Public,Various fields
UNIV IOWA HEALTH CARE,http://www.uihealthcare.org,"Iowa City, USA",The University of Iowa Health System is a medical and research center focused on health and medicine.,1847,Health Care,No,No,Yes,Yes,Public,"Medicine, Health Sciences"
UNIV ISRAEL,http://www.israel.edu,"Jerusalem, Israel",University of Israel is a public university with a strong focus on education and research.,1925,Education,No,No,Yes,No,Public,Various fields
UNIV JAMES MADISON,http://www.jmu.edu,"Harrisonburg, USA",James Madison University is a public university focused on education and research in several areas.,1908,Education,No,No,Yes,No,Public,Various fields
UNIV JAYPEE,http://www.jaypeeinstitutes.edu.in,"Noida, India","Jaypee University is a private university focused on engineering, technology and other academic areas.",2001,Education,No,Yes,Yes,No,Private,"Engineering, Technology"
UNIV JERUSALEM,http://www.huji.ac.il,"Jerusalem, Israel",Hebrew University of Jerusalem is a public university with a wide range of academic and research programs.,1925,Education,No,No,Yes,No,Public,Various fields
UNIV JHPIEGO,http://www.jhpiego.org,"Baltimore, USA",Jhpiego is a nonprofit dedicated to global health and healthcare capacity building.,1973,Health Care,No,No,Yes,No,Non-profit,Public Health
UNIV JKM,http://www.jkm.edu,[Not Available],JKM University is an institution dedicated to teaching and research in various areas.,[Not Available],Education,No,No,Yes,No,[Not Available],Various fields
UNIV JOSHI,http://www.joshi.edu,[Not Available],Joshi University is an academic institution dedicated to education and research.,[Not Available],Education,No,No,Yes,No,[Not Available],Various fields
UNIV KALINGA,http://www.kalinga.edu.in,"Bhubaneswar, India",Kalinga University is a private institution focused on higher education and research in various areas.,1992,Education,No,Yes,Yes,No,Private,Various fields
UNIV KASHMIR,http://www.uok.edu.in,"Srinagar, India",University of Kashmir is a public university focused on various academic and research disciplines.,1969,Education,No,No,Yes,No,Public,Various fields
UNIV KATHOLIEKE UNIVERSITEIT LEUVEN,http://www.kuleuven.be,"Leuven, Belgium",Katholieke Universiteit Leuven is a public university focusing on research and education in various areas.,1425,Education,No,No,Yes,No,Private,Various fields
UNIV KINGS COLLEGE LONDON,http://www.kcl.ac.uk,"London, United Kingdom",King's College London is a public university focused on education and research in various areas.,1829,Education,No,No,Yes,No,Public,Various fields
UNIV KOREA ADVANCED INST SCI & TECH,http://www.kist.re.kr,"Daejeon, South Korea",Korea Advanced Institute of Science and Technology is a public institution focused on scientific and technological research.,1994,Research,No,No,Yes,No,Public,"Science, Technology"
UNIV KOREA INST SCI & TECH,http://www.kist.re.kr,"Daejeon, South Korea",Korea Institute of Science and Technology is a public institution focused on research and development in science and technology.,1965,Research,No,No,Yes,No,Public,"Science, Technology"
