Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic),Institution Name
BEIJING APOLLOBIO MEDICAL TECHNOLOGY CO,[Not Available],China,"A medical technology company specializing in the research, development, and commercialization of innovative medical devices and diagnostics, focusing on improving patient outcomes.",[Not Available],Medical Technology and Diagnostics,No,Yes,Yes,No,
BEIJING BAIKANGXIN BIOLOGICAL TECHNOLOGY,[Not Available],China,"A biotechnology company focused on developing and manufacturing biological products, including vaccines and therapeutic proteins, with an emphasis on quality and innovation.",[Not Available],Biotechnology and Biological Products,No,Yes,Yes,No,
BEIJING BAIZE RUICHENG PHARM TECHNOLOGY CO LTD,[Not Available],China,"A pharmaceutical technology company engaged in the research, development, and production of generic and innovative drugs, with a focus on oncology and cardiovascular therapies.",[Not Available],Pharmaceuticals and Drug Development,No,Yes,Yes,No,
BEIJING BEIER BIOENGINEERING CO LTD,[Not Available],China,"A bioengineering company specializing in the development of biopharmaceuticals and biotechnological products, including therapeutic proteins and monoclonal antibodies.",[Not Available],Bioengineering and Biopharmaceuticals,No,Yes,Yes,No,
BEIJING BEIGONGDA SCI & TECHNOLOGY PARK CO LTD,[Not Available],China,"A technology park that supports the incubation and growth of science and technology companies, offering resources, infrastructure, and networking opportunities for startups and established enterprises.",[Not Available],Technology Park and Innovation,No,Yes,No,No,
BEIJING BEILING SPECIAL AUTOMOBILE CO,[Not Available],China,"A manufacturer of specialized vehicles, including emergency response vehicles, medical transportation units, and custom-built vehicles for various industrial applications.",[Not Available],Automotive Manufacturing,No,Yes,No,No,
BEIJING BESTOPCELL PHARM TECHNOLOGY CO,[Not Available],China,"A pharmaceutical technology company focused on cell therapy and regenerative medicine, developing innovative treatments for chronic diseases and injuries.",[Not Available],Pharmaceuticals and Regenerative Medicine,No,Yes,Yes,No,
BEIJING BIAN HONGQIAO MEDICAL TECHNOLOGY CO LTD,[Not Available],China,"A medical technology company specializing in the development of diagnostic equipment and medical devices, with a focus on improving the accuracy and efficiency of medical diagnostics.",[Not Available],Medical Technology and Diagnostics,No,Yes,Yes,No,
BEIJING BIG DATA CENT,[Not Available],China,"A center dedicated to big data research and development, offering advanced data analytics, storage solutions, and cloud computing services to various industries.",[Not Available],Big Data and Technology,No,No,Yes,No,
BEIJING BIOCHEM HENGYE TECHNOLOGY DEV CO,[Not Available],China,"A biotechnology company engaged in the research and development of biochemical products, including enzymes, reagents, and other biochemical materials for industrial and medical applications.",[Not Available],Biotechnology and Biochemical Products,No,Yes,Yes,No,
BEIJING BIOLOGICAL PROD INST CO LTD,[Not Available],China,"A leading producer of biological products, including vaccines, therapeutic proteins, and diagnostic reagents, with a strong focus on public health and safety.",[Not Available],Biotechnology and Vaccines,No,Yes,Yes,No,
BEIJING BIOLOGY CENT CO LTD,[Not Available],China,"A research center focused on biological sciences, conducting cutting-edge research in genetics, molecular biology, and biotechnology to drive innovation and discovery.",[Not Available],Biological Research and Biotechnology,No,No,Yes,No,
BEIJING BIOMEDICAL TECHNOLOGY CENT BIOTE,[Not Available],China,"A biotechnology company specializing in the development of biomedical technologies and therapies, with a focus on translational research and clinical applications.",[Not Available],Biotechnology and Biomedical Research,No,Yes,Yes,No,
BEIJING BIOYONG TECHNOLOGIES INC,[Not Available],China,"A technology company that provides advanced solutions in the field of biotechnology, including bioinformatics, proteomics, and genomics technologies for research and clinical use.",[Not Available],Biotechnology and Bioinformatics,No,Yes,Yes,No,
BEIJING BJUT SCI & TECHNOLOGY PARK CO,[Not Available],China,"A science and technology park offering incubation and support services for startups and technology companies, providing resources for innovation and business growth.",[Not Available],Technology Park and Innovation,No,Yes,No,No,
BEIJING BO'AOSEN BIOTECHNOLOGY CO LTD,[Not Available],China,"A biotechnology company focused on developing innovative biopharmaceuticals and diagnostic products, with a particular emphasis on oncology and infectious diseases.",[Not Available],Biotechnology and Biopharmaceuticals,No,Yes,Yes,No,
BEIJING BOAITANG TRADITIONAL CHINESE MEDICINE INST,[Not Available],China,"An institute dedicated to the research and development of traditional Chinese medicine, focusing on integrating traditional practices with modern scientific approaches.",[Not Available],Traditional Chinese Medicine and Research,No,Yes,Yes,No,
BEIJING BOAO JINGFANG BIOTECHNOLOGY CO,[Not Available],China,"A biotechnology company specializing in the research, development, and commercialization of biologics, including vaccines and therapeutic antibodies, for various diseases.",[Not Available],Biotechnology and Biologics,No,Yes,Yes,No,
BEIJING BOAO MEDICAL LAB CO LTD,[Not Available],China,"A medical laboratory providing a range of diagnostic testing services, including genetic testing, molecular diagnostics, and clinical laboratory services for healthcare providers.",[Not Available],Medical Diagnostics and Laboratory Services,No,Yes,No,No,
BEIJING BOHUI INNOVATION BIOTECHNOLOGY,[Not Available],China,"A biotechnology company engaged in the development of innovative diagnostic and therapeutic products, with a focus on cutting-edge technologies in genomics and proteomics.",[Not Available],Biotechnology and Diagnostics,No,Yes,Yes,No,
BEIJING BOHUI RUIJIN BIOLOGICAL TECHNOLOGY,[Not Available],China,"A biotechnology company focused on the research and development of biologics and therapeutic proteins, particularly for the treatment of autoimmune and infectious diseases.",[Not Available],Biotechnology and Biologics,No,Yes,Yes,No,
BEIJING BONUO BIOTECHNOLOGY CO LTD,[Not Available],China,"A biotechnology company specializing in the development and production of diagnostic reagents, biopharmaceuticals, and research tools for medical and scientific applications.",[Not Available],Biotechnology and Diagnostics,No,Yes,Yes,No,
BEIJING BROADENBIO CO LTD,[Not Available],China,"A biotechnology company engaged in the development of molecular diagnostics and precision medicine tools, offering innovative solutions for early disease detection and treatment.",[Not Available],Biotechnology and Molecular Diagnostics,No,Yes,Yes,No,
BEIJING C-FUSION BIOTECHNOLOGY CO LTD,[Not Available],China,A biotechnology company focused on developing and commercializing fusion proteins and antibody-drug conjugates (ADCs) for the treatment of cancer and other diseases.,[Not Available],Biotechnology and Therapeutic Development,No,Yes,Yes,No,
BEIJING CANCER HOSPITAL,[Not Available],China,"A leading cancer treatment center providing comprehensive oncology services, including surgery, chemotherapy, radiation therapy, and clinical trials, with a focus on patient care and research.",[Not Available],Healthcare and Oncology,Yes,No,Yes,Yes,
BEIJING CEERKANG BIOTECHNOLOGY CO LTD,[Not Available],China,"A biotechnology company specializing in the development and production of diagnostic reagents and kits, focusing on rapid and accurate disease detection technologies.",[Not Available],Biotechnology and Diagnostics,No,Yes,Yes,No,
BEIJING CENT BIOLOGY CO LTD,[Not Available],China,"A biotechnology company focused on the research and development of biological products, including vaccines, therapeutic proteins, and diagnostic reagents.",[Not Available],Biotechnology and Biological Products,No,Yes,Yes,No,
BEIJING CENT CLINICAL LAB,[Not Available],China,"A clinical laboratory providing a wide range of diagnostic testing services, including genetic testing, molecular diagnostics, and routine laboratory tests, with a focus on quality and accuracy.",[Not Available],Medical Diagnostics and Laboratory Services,No,Yes,No,No,
BEIJING CENT DISEASES PREVENTION & CONTROL,[Not Available],China,"A government institute responsible for public health and disease prevention, providing epidemiological surveillance, health education, and research to control the spread of infectious diseases.",[Not Available],Public Health and Disease Control,Yes,No,Yes,No,
BEIJING CENTRE BIOLOGY CO LTD,[Not Available],China,"A research and development company focused on biotechnology and life sciences, offering innovative solutions for the healthcare and agricultural sectors.",[Not Available],Biotechnology and Life Sciences,No,Yes,Yes,No,
BEIJING CHANGPING LAB,[Not Available],China,"A research laboratory dedicated to advanced scientific research in fields such as molecular biology, genetics, and bioinformatics, supporting innovation in biotechnology and medicine.",[Not Available],Biotechnology and Medical Research,No,Yes,Yes,No,
