Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
SUZHOU KANGHESHUN MEDICAL TECHNOLOGY CO,,"Suzhou, China",Focuses on medical technology solutions and development.,,Medical Technology,No,Yes,No,No,,
SUZHOU KEKE BIOTECHNOLOGY CO LTD,,"Suzhou, China",Specializes in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
SUZHOU KINTOR PHARM INC,,"Suzhou, China",Engages in pharmaceutical research and development.,,Pharmaceuticals,No,Yes,No,No,,
SUZHOU LAIYIDE NEW MATERIAL TECHNOLOGY,,"Suzhou, China",Focuses on new materials technology and innovation.,,New Materials Technology,No,Yes,No,No,,
SUZHOU LINGHANG HEALTH IND TECHNOLOGY CO LTD,,"Suzhou, China",Specializes in health industry technology and solutions.,,Health Industry Technology,No,Yes,No,No,,
SUZHOU LIXIN PHARM CO LTD,,"Suzhou, China",Engages in pharmaceutical manufacturing and research.,,Pharmaceuticals,No,Yes,No,No,,
SUZHOU LONGJUAN FENGYUN TECHNOLOGY CO,,"Suzhou, China",Focuses on technology solutions and innovations.,,Technology,No,Yes,No,No,,
SUZHOU LONGLAI BIOMEDICINE CO LTD,,"Suzhou, China",Specializes in biomedicine and related research.,,Biomedicine,No,Yes,No,No,,
SUZHOU LW NETWORK TECHNOLOGY CO LTD,,"Suzhou, China",Engages in network technology and solutions.,,Network Technology,No,Yes,No,No,,
SUZHOU MAOXING BIOTECHNOLOGY CO LTD,,"Suzhou, China",Specializes in biotechnology and related research.,,Biotechnology,No,Yes,No,No,,
SUZHOU MIDI BIOTECHNOLOGY CO LTD,,"Suzhou, China",Focuses on biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
SUZHOU MOLECULAR INTERSECTION BIOMEDICAL,,"Suzhou, China",Engages in molecular biomedical research and technology.,,Molecular Biomedical Technology,No,Yes,No,No,,
SUZHOU NGGT BIOTECHNOLOGY CO LTD,,"Suzhou, China",Specializes in biotechnology and genetic technologies.,,"Biotechnology, Genetics",No,Yes,No,No,,
SUZHOU NMT BIOTECH CO LTD,,"Suzhou, China",Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
SUZHOU NO 4 PHARM FACTORY CO LTD,,"Suzhou, China",Specializes in pharmaceutical manufacturing.,,Pharmaceuticals,No,Yes,No,No,,
SUZHOU NOVOPROTEIN SCI INC,,"Suzhou, China",Focuses on protein science and related technologies.,,Protein Science,No,Yes,No,No,,
SUZHOU NUOJIEBEI BIOTECHNOLOGY CO LTD,,"Suzhou, China",Specializes in biotechnology and research.,,Biotechnology,No,Yes,No,No,,
SUZHOU NUOWEI BAIAO BIOTECHNOLOGY CO LTD,,"Suzhou, China",Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
SUZHOU PEIDE BIOMEDICAL CO LTD,,"Suzhou, China",Focuses on biomedical technology and solutions.,,Biomedical Technology,No,Yes,No,No,,
SUZHOU PENGXU MEDICAL TECHNOLOGY CO LTD,,"Suzhou, China",Specializes in medical technology and related innovations.,,Medical Technology,No,Yes,No,No,,
SUZHOU PINSEL MEDICAL TECHNOLOGY CO LTD,,"Suzhou, China",Engages in medical technology and product development.,,Medical Technology,No,Yes,No,No,,
SUZHOU PORTON BIOPHARM CO LTD,,"Suzhou, China",Focuses on biopharmaceutical research and development.,,Biopharmaceuticals,No,Yes,No,No,,
SUZHOU PRECIGENOME TECHNOLOGY CO LTD,,"Suzhou, China",Specializes in genomic technology and related fields.,,Genomics,No,Yes,No,No,,
SUZHOU QICHEN BIOTECHNOLOGY CO LTD,,"Suzhou, China",Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
SUZHOU REGEND MEDICAL TECHNOLOGY CO LTD,,"Suzhou, China",Engages in the development of medical technologies and solutions.,,Medical Technology,No,Yes,No,No,,
SUZHOU RIBO LIFE SCI CO LTD,,"Suzhou, China",Specializes in life sciences and biotechnology.,,"Life Sciences, Biotechnology",No,Yes,No,No,,
SUZHOU RONGXI BIOTECHNOLOGY CO LTD,,"Suzhou, China",Focuses on biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
SUZHOU SIGNALCHEM BIOTECHNOLOGY CO LTD,,"Suzhou, China",Engages in biotechnology and pharmaceutical research.,,"Biotechnology, Pharmaceuticals",No,Yes,No,No,,
SUZHOU SPRING-SEA BIO-PHARM CO LTD,,"Suzhou, China",Specializes in bio-pharmaceuticals and drug development.,,Bio-Pharmaceuticals,No,Yes,No,No,,
SUZHOU SYM-BIO LIFESCIENCE CO LTD,,"Suzhou, China",Focuses on life sciences and biotechnology research.,,"Life Sciences, Biotechnology",No,Yes,No,No,,
SUZHOU SYSTEMS MEDICINE INST,,"Suzhou, China",Engages in research and development in systems medicine.,,Systems Medicine,No,No,Yes,No,,
SUZHOU TIANFENG DONGLI ALLOY TECHNOLOGY,,"Suzhou, China",Specializes in alloy technology and materials.,,"Alloy Technology, Materials",No,Yes,No,No,,
SUZHOU TIANLONG BIOTECHNOLOGY CO LTD,,"Suzhou, China",Engages in biotechnology and life sciences research.,,Biotechnology,No,Yes,No,No,,
SUZHOU TONGLI BIOMEDICAL CO LTD,,"Suzhou, China",Specializes in biomedical technology and solutions.,,Biomedical Technology,No,Yes,No,No,,
SUZHOU TONGQIAN MEDICAL TECHNOLOGY CO,,"Suzhou, China",Focuses on medical technology and development.,,Medical Technology,No,Yes,No,No,,
SUZHOU TRANSCENTA THERAPEUTICS CO LTD,,"Suzhou, China",Specializes in therapeutic development and pharmaceuticals.,,"Therapeutics, Pharmaceuticals",No,Yes,No,No,,
SUZHOU VENCUBIO LTD,,"Suzhou, China",Focuses on biotechnology and biomedical research.,,"Biotechnology, Biomedical",No,Yes,No,No,,
SUZHOU VIGONVITA LIFE SCI CO LTD,,"Suzhou, China",Engages in life sciences and biotechnology.,,"Life Sciences, Biotechnology",No,Yes,No,No,,
SUZHOU WANGSHAN WANGSHUI BIOPHARM CO LTD,,"Suzhou, China",Specializes in biopharmaceuticals and drug development.,,Biopharmaceuticals,No,Yes,No,No,,
SUZHOU WEAST BIOTECHNOLOGY CO LTD,,"Suzhou, China",Focuses on biotechnology and life sciences research.,,"Biotechnology, Life Sciences",No,Yes,No,No,,
SUZHOU WEIPAI MEDICAL TECHNOLOGY CO LTD,,"Suzhou, China",Engages in medical technology development.,,Medical Technology,No,Yes,No,No,,
SUZHOU WEISITAER NEW MATERIAL TECHNOLOGY CO LTD,,"Suzhou, China",Specializes in new material technology and innovations.,,New Materials Technology,No,Yes,No,No,,
SUZHOU WSWS BIOLOGICAL PHARM CO LTD,,"Suzhou, China",Focuses on biological pharmaceuticals and drug development.,,Biological Pharmaceuticals,No,Yes,No,No,,
SUZHOU WUXI APPTEC CO LTD,,"Suzhou, China",Provides comprehensive solutions in pharmaceutical and biotechnology industries.,,"Pharmaceuticals, Biotechnology",No,Yes,No,No,,
SUZHOU XIANDA GENE TECHNOLOGY CO LTD,,"Suzhou, China",Specializes in gene technology and related research.,,Gene Technology,No,Yes,No,No,,
SUZHOU XIANGLONG BIOMEDICAL TECHNOLOGY,,"Suzhou, China",Focuses on biomedical technology and solutions.,,Biomedical Technology,No,Yes,No,No,,
SUZHOU XIANGYI BIOTECHNOLOGY CO LTD,,"Suzhou, China",Engages in biotechnology and life sciences research.,,Biotechnology,No,Yes,No,No,,
SUZHOU XIECHUANG BIOTECHNOLOGY CO LTD,,"Suzhou, China",Specializes in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
SUZHOU XINGYI ENVIRONMENTAL TECHNOLOGY,,"Suzhou, China",Focuses on environmental technology solutions.,,Environmental Technology,No,Yes,No,No,,
SUZHOU XINGZHI KANGZHONG BIOTECHNOLOGY,,"Suzhou, China",Specializes in biotechnology and health-related technologies.,,Biotechnology,No,Yes,No,No,,
SUZHOU YIDA BIOLOGICAL TECHNOLOGY CO LTD,,"Suzhou, China",Engages in biological technology and research.,,Biological Technology,No,Yes,No,No,,
SUZHOU YIERYA NON-WOVEN FABRIC CO LTD,,"Suzhou, China",Specializes in non-woven fabric production.,,Non-Woven Fabrics,No,Yes,No,No,,
SUZHOU YIHUA BIOMEDICAL TECHNOLOGY STOCK,,"Suzhou, China",Focuses on biomedical technology and solutions.,,Biomedical Technology,No,Yes,No,No,,
SUZHOU YIQING ENVIRONMENTAL TECHNOLOGY,,"Suzhou, China",Engages in environmental technology and solutions.,,Environmental Technology,No,Yes,No,No,,
SUZHOU ZELGEN BIOPHARMACEUTICAL CO LTD,,"Suzhou, China",Specializes in biopharmaceutical research and development.,,Biopharmaceuticals,No,Yes,No,No,,
SUZHOU ZHONGKE ADVANCED TECHNOLOGY INST,,"Suzhou, China",Engages in advanced technology research and development.,,Advanced Technology,No,No,Yes,No,,
SUZHOU ZHONGXING MEDICAL TECHNOLOGY CO,,"Suzhou, China",Specializes in medical technology and solutions.,,Medical Technology,No,Yes,No,No,,
SUZHOU ZHOUKUANGTONG NETWORK TECHNOLOGY CO LTD,,"Suzhou, China",Focuses on network technology and solutions.,,Network Technology,No,Yes,No,No,,
SVENSKA PARK SHIN FABRICECHEN FRODUK SHA,,Sweden,Specializes in fabric and textile products.,,Textiles,No,Yes,No,No,,
SVENSKA VACCINFABRIKEN PRODN AB,,Sweden,Engages in vaccine production and development.,,Vaccine Production,No,Yes,No,No,,
SWANY CORP,,,,,,No,Yes,No,No,,
SWEDISH ORPHAN BIOVITRUM AG,,Sweden,Specializes in orphan drugs and biopharmaceuticals.,,"Orphan Drugs, Biopharmaceuticals",No,Yes,No,No,,
SWEETGEN LTD,,,,,,No,Yes,No,No,,
SWISS TECH DESIGN AG,,Switzerland,Focuses on technology design and innovation.,,Technology Design,No,Yes,No,No,,
SWORD INT INC,,,,,,No,Yes,No,No,,
SWORD5 KK,,,,,,No,Yes,No,No,,
SWYSH INC,,,,,,No,Yes,No,Yes,,
SYDNEY LOCAL HEALTH DISTRICT,,"Sydney, Australia",Provides healthcare services and public health initiatives.,,Healthcare,Yes,No,No,No,,
SYENEX INC,,,,,,No,Yes,No,No,,
SYLENTIS SAU,,Spain,Engages in RNA interference (RNAi) research and development.,,RNA Interference,No,Yes,No,No,,
SYMBIOSIS BUSINESS MANAGEMENT-PUNE SYMBI,,"Pune, India",Provides business management solutions.,,Business Management,No,Yes,No,No,,
SYMBIOSIS INT,,,,,,No,Yes,No,No,,
SYMED LABS LTD,,,,,,No,Yes,No,No,,
SYMEPILIN PHARM CO LTD,,,,,,No,Yes,No,No,,
SYMRISE AG,symrise.com,"Holzminden, Germany","Global supplier of fragrances, flavorings, and cosmetic ingredients.","2003 (as Symrise AG, originally founded in 1919 as the German company 'Denkendorf' and merged with 'H&R' in 2003)",Fragrances and Flavors,No,Yes,No,No,,
SYMVIVO CORP,symvivo.com,"Toronto, Canada",Focuses on developing targeted delivery systems for therapeutic molecules.,,Biotech,No,Yes,No,No,,
SYNACT PHARMA APS,synactpharma.com,"Hellerup, Denmark",Specializes in developing innovative therapies for autoimmune diseases.,,Pharmaceuticals,No,Yes,No,No,,
SYNAIRGEN RES LTD,synairgen.com,"Southampton, UK",Focuses on developing respiratory drugs and treatments for viral infections.,,Pharmaceuticals,No,Yes,No,No,,
SYNAPTOGENIX INC,synaptogenix.com,"New York, USA",Focuses on developing novel therapeutics for neurodegenerative diseases.,,Biotechnology,No,Yes,No,No,,
SYNBIOTICS AB,synbiotics.se,"Stockholm, Sweden",Engages in developing probiotics and prebiotics for health applications.,,Biotechnology,No,Yes,No,No,,
SYNCOZYMES SHANGHAI CO LTD,synczymes.com,"Shanghai, China",Specializes in enzyme technology and applications.,,Enzyme Technology,No,Yes,No,No,,
SYNDEVRX INC,syndevrx.com,"Cambridge, USA",Focuses on developing innovative therapies for cancer and other serious diseases.,,Biotechnology,No,Yes,No,No,,
SYNERGEN RES LTD,synergen.com,,,,,No,Yes,No,No,,
SYNERGY BIOLOGICS CO LTD,,,,,,No,Yes,No,No,,
SYNEURX INT CORP,syneurx.com,"San Diego, USA",Specializes in developing treatments for neurodegenerative disorders.,,Biotechnology,No,Yes,No,No,,
SYNEXIS LLC,synexis.com,"Kansas City, USA",Focuses on environmental health and air purification technologies.,,Environmental Health,No,Yes,No,No,,
SYNKINE THERAPEUTICS INC,synkine.com,"London, UK",Engages in developing immune-oncology therapies.,,Biotechnology,No,Yes,No,No,,
SYNLOGIC OPERATING CO INC,synlogic.com,"Cambridge, USA",Specializes in synthetic biology for therapeutic applications.,,Synthetic Biology,No,Yes,No,No,,
SYNO SHENZHEN BIOMEDICAL RES CO LTD,,"Shenzhen, China",Engages in biomedical research and development.,,Biomedical Research,No,Yes,No,No,,
SYNOPEX CO LTD,,,,,,No,Yes,No,No,,
SYNPLOGEN CO LTD,,,,,,No,Yes,No,No,,
SYNQ ACCESS & SECURITY TECHNOLOGY LTD,,,,,Access & Security Technology,No,Yes,No,No,,
SYNTEKA BIO CO LTD,,,,,Biotechnology,No,Yes,No,No,,
SYNTENY THERAPEUTICS INC,,,,,,No,Yes,No,No,,
SYNTHETIC VACCINES LTD,,,,,Vaccines,No,Yes,No,No,,
SYNVOLUX IP BV,,,,,Intellectual Property,No,Yes,No,No,,
SYPHERION LLC,,,,,,No,Yes,No,No,,
SYSMEX CORP,sysmex.com,"Kobe, Japan",Provides laboratory testing instruments and reagents.,1968,Medical Diagnostics,No,Yes,No,No,,
SYSTAMEDIC INC,,,,,,No,Yes,No,No,,
SYSTEM POLYMER CO LTD,,,,,Polymer Technology,No,Yes,No,No,,
SYSTIMMUNE INC,,,,,Immunotherapy,No,Yes,No,No,,
SYSVAX INC,,,,,Vaccines,No,Yes,No,No,,
SYTE BIO INC,,,,,Biotechnology,No,Yes,No,No,,
SYTHEON LTD,,,,,,No,Yes,No,No,,
SZEGEDI BIOLOGIAI KUTATOKOEZPONT,,"Szeged, Hungary",Research institute focusing on biological sciences.,,Research Institute,Yes,No,Yes,No,,
SZKOLA GLOWNA GOSPOD WIEJSK AK,sggw.edu.pl,"Warsaw, Poland",Main agricultural university in Poland.,1945,Education,Yes,No,Yes,No,,
T & R BIOFAB CO LTD,,,,,Biotechnology,No,Yes,No,No,,
T HUB ROBOT TEKNOLOJILERI & MAKINE SANA,,,,,Robotics and Automation,No,Yes,No,No,,
T2 BIOSYSTEMS INC,t2biosystems.com,"Lexington, USA",Specializes in developing innovative diagnostic products.,2006,Diagnostics,No,Yes,No,No,,
T3D THERAPEUTICS INC,t3dtherapeutics.com,"Durham, USA",Focuses on developing treatments for Alzheimerâs disease.,,Biotechnology,No,Yes,No,No,,
TAAG GENETICS CORP,,,,,Genetics,No,Yes,No,No,,
TACK KEN YG,,,,,,No,Yes,No,No,,
TACTICAL THERAPEUTICS INC,tacticaltherapeutics.com,,Engages in developing novel therapies for autoimmune diseases.,,Biotechnology,No,Yes,No,No,,
TADASHI SAITO & ATELIER NAVE,,,,,,No,Yes,No,No,,
TAE YANG AUTO DOOR CO LTD,,,,,Auto Door Technology,No,Yes,No,No,,
TAEWUN THERAPEUTICS INC,,,,,Therapeutics,No,Yes,No,No,,
TAIBIDI PHARM TECHNOLOGY SHIJIAZHUANG CO,,"Shijiazhuang, China",Focuses on pharmaceutical technology and production.,,Pharmaceuticals,No,Yes,No,No,,
TAICANG PORT ZHENGHE XINGGANG CONTAINER,,"Taicang, China",Specializes in container services and logistics.,,Logistics,No,Yes,No,No,,
TAIKO PHARM CO LTD,,,,,Pharmaceuticals,No,Yes,No,No,,
TAIKO YAKUHIN KK,,,,,Pharmaceuticals,No,Yes,No,Yes,,
TAIPEI CITY HOSPITAL,tph.gov.tw,"Taipei, Taiwan",Provides medical care and services in Taipei.,,Healthcare,Yes,No,No,No,,
TAIWAN CARBON NANO TECHNOLOGY CORP,,,Focuses on carbon nanotechnology and applications.,,Nanotechnology,No,Yes,No,No,,
TAIWAN LIPOSOME CO LTD,taiwanliposome.com,"Taipei, Taiwan",Develops and manufactures liposomal drug delivery systems.,,Pharmaceuticals,No,Yes,No,No,,
TAIWAN MITOCHONDRION APPL TECHNOLOGY CO,,,Focuses on mitochondrial technology applications.,,Biotechnology,No,Yes,No,No,,
TAIWAN SEMICONDUCTOR MFG CO LTD,taiwansemi.com,"Hsinchu, Taiwan",One of the world's largest semiconductor manufacturers.,1987,Semiconductors,No,Yes,No,No,,
TAIYANGYU LIN BEIJING BIOMEDICAL CO LTD,,"Beijing, China",,,Biomedical,No,Yes,No,No,,
TAIYO KK,,,,,,No,Yes,No,No,,
TAIYO KOGYO KK,,,,,,No,Yes,No,No,,
TAIYO PERFUMERY CO LTD,,,,,Perfumery,No,Yes,No,No,,
TAIZHOU AIKE MEDICAL TECHNOLOGY CO LTD,,"Taizhou, China",Focuses on medical technology development.,,Medical Technology,No,Yes,No,No,,
TAIZHOU ANQILING INTELLIGENT TECHNOLOGY,,"Taizhou, China",Specializes in intelligent technology solutions.,,Technology,No,Yes,No,No,,
TAIZHOU BIOINTRON TECHNOLOGY CO LTD,,"Taizhou, China",Develops biotechnology products and services.,,Biotechnology,No,Yes,No,No,,
TAIZHOU ELECTROMECHANICAL HIGHER VOCATIO,,"Taizhou, China",Provides education and training in electromechanics.,,Education,Yes,No,No,Yes,,
TAIZHOU ENZE MEDICAL CENT GROUP,,"Taizhou, China",Operates a group of medical centers.,,Healthcare,No,Yes,No,Yes,,
TAIZHOU FIRST PEOPLES HOSPITAL,,"Taizhou, China",Provides general medical services and care.,,Healthcare,No,No,No,No,,
TAIZHOU LEILINGBIO BIOTECHNOLOGY CO LTD,,"Taizhou, China",Engages in biotechnology research and development.,,Biotechnology,No,Yes,No,No,,
TAIZHOU MABTECH PHARM CO LTD,,"Taizhou, China",Specializes in pharmaceutical development.,,Pharmaceuticals,No,Yes,No,No,,
TAIZHOU MEDICAL CITY MEDICAL LAB CO LTD,,"Taizhou, China",Provides laboratory testing services.,,Medical Laboratory,No,Yes,No,No,,
TAIZHOU MEDICAL MEDICAL LAB CO LTD,,"Taizhou, China",Operates medical laboratory services.,,Medical Laboratory,No,Yes,No,Yes,,
TAIZHOU PEOPLES HOSPITAL,,"Taizhou, China",Provides general healthcare services.,,Healthcare,No,No,No,No,,
TAIZHOU XINLIAN CHENGRUN BIOTECHNOLOGY,,"Taizhou, China",Focuses on biotechnology and related services.,,Biotechnology,No,Yes,No,No,,
TAIZHOU YONGJIAN PHARM TECHNOLOGY CO LTD,,"Taizhou, China",Specializes in pharmaceutical technology.,,Pharmaceuticals,No,Yes,No,No,,
TAIZHOU ZECHENG BIOTECHNOLOGY CO LTD,,"Taizhou, China",Develops biotechnology solutions and products.,,Biotechnology,No,Yes,No,No,,
TAKANOFOODS CO LTD,,,,,Food,No,Yes,No,No,,
TAKARA BIO INC,takara-bio.com,"Kyoto, Japan",Specializes in biotechnology products and services.,1955,Biotechnology,No,Yes,No,No,,
TAKEAIRLABS BV,takeairlabs.com,"Amsterdam, Netherlands",Provides solutions for air quality monitoring.,,Environmental Technology,No,Yes,No,No,,
TAKEDA PHARM CO LTD,takeda.com,"Tokyo, Japan","A global pharmaceutical company focusing on oncology, gastroenterology, and other therapeutic areas.",1781,Pharmaceuticals,No,Yes,No,No,,
TAKIS SRL,takisbio.com,"Rome, Italy",Focuses on the development of innovative therapeutic solutions.,,Biotechnology,No,Yes,No,No,,
TALEM THERAPEUTICS LLC,,,Specializes in developing novel therapeutic solutions.,,Pharmaceuticals,No,Yes,No,No,,
TALENGEN INST LIFE SCI CO LTD,,,Focuses on life sciences research and development.,,Life Sciences,No,Yes,No,No,,
TALENGEN INT LTD,,,Engages in biotechnology and life sciences.,,Biotechnology,No,Yes,No,No,,
TALIAIR GMBH,taliair.de,"Munich, Germany",Specializes in air quality management and environmental technologies.,,Environmental Technology,No,Yes,No,No,,
TALIS BIOMEDICAL CORP,,,,,Biomedical,No,Yes,No,No,,
TAMOGATOTT KUTATOCSOPORTOK IRODAJA,,,,,Research,Yes,No,Yes,No,,
TAMTUS CO LTD,,,,,,No,Yes,No,No,,
TAN KAH KEE INNOVATION LAB,,,Focuses on innovation and technology development.,,Innovation Lab,No,Yes,Yes,Yes,,
TAN TOCK SENG HOSPITAL PTE LTD,ttsh.com.sg,Singapore,Provides medical care and services in Singapore.,,Healthcare,Yes,No,No,No,,
TANAKA ELECTRIC CO LTD,,,,,Electronics,No,Yes,No,No,,
